worm,precision,recall,f1_score
sub-20230506-15-01-45_ses-20230506T150145_ophys,0.016425755583677676,0.2525252522701765,0.030845145837810867
sub-20230510-13-25-46_ses-20230510T132546_ophys,0.06896551720740615,0.12389380520009398,0.08860754893649232
sub-20221106-21-47-31_ses-20221106T214731_ophys,0.2571428568979592,0.2307692305719921,0.24324319317020743
sub-20230322-18-57-04_ses-20230322T185704_ophys,0.2499999979166667,0.024999999979166666,0.04545452885675522
sub-20230506-14-24-57_ses-20230506T142457_ophys,0.10465116277548675,0.6923076916420119,0.1818181589582724
sub-20230904-15-59-40_ses-20230904T155940_ophys,0.04295942720251081,0.38297872299683117,0.07725320073035477
sub-20221106-21-23-19_ses-20221106T212319_ophys,0.2988505743691373,0.2300884953716031,0.25999995058500935
sub-20230412-20-15-17_ses-20230412T201517_ophys,0.15151515105601468,0.05319148930511544,0.07874011889145653
sub-20230909-16-48-09_ses-20230909T164809_ophys,0.013377926419167572,0.10256410243261013,0.023668618632068292
sub-20230322-22-43-03_ses-20230322T224303_ophys,0.33333333174603175,0.05882352936233317,0.0999999743571493
sub-20221028-18-48-00_ses-20221028T184800_ophys,0.2244897954602249,0.10377358480776078,0.1419354404495449
sub-20230506-15-33-51_ses-20230506T153351_ophys,0.01861252114744289,0.10679611640116883,0.03170026289772712
sub-20230322-21-41-10_ses-20230322T214110_ophys,0.38888888672839506,0.06603773578675685,0.11290320080645698
sub-20230322-20-16-50_ses-20230322T201650_ophys,0.3833333326944444,0.18699186976667329,0.2513660758696963
sub-20230510-15-49-47_ses-20230510T154947_ophys,0.07947019862286742,0.11214953260546773,0.0930232071961073
sub-20230506-12-56-00_ses-20230506T125600_ophys,0.09041095887933946,0.32673267294382907,0.14163086727422575
sub-20221106-21-00-09_ses-20221106T210009_ophys,0.28888888824691356,0.1120689654206302,0.16149064275299024
sub-20221215-20-02-49_ses-20221215T200249_ophys,0.3421052622576177,0.09848484841023876,0.1529411415778625
sub-20230904-15-09-05_ses-20230904T150905_ophys,0.17266187044148854,0.3582089549565605,0.23300966473278234
sub-20230510-12-53-34_ses-20230510T125334_ophys,0.011842105261599723,0.07826086949716446,0.02057140573573145
sub-20230904-14-30-52_ses-20230904T143052_ophys,0.050167224074674784,0.3237410069613374,0.08687256362215703
