worm,precision,recall,f1_score
sub-2022-04-26-w01-NP1_ses-20220426_ophys,0.3861003859513126,0.5555555552469136,0.4555808170152759
sub-2022-03-05-w00-NP1_ses-20220305_ophys,0.44549763012061727,0.5595238091907596,0.49604216674069873
sub-2022-02-12-w00-NP1_ses-20220212_ophys,0.49999999971910114,0.5085714282808164,0.5042492415026252
sub-2022-02-11-w03-NP1_ses-20220211_ophys,0.29062499990917967,0.5535714282419217,0.3811474956782504
sub-2022-02-22-w04-NP1_ses-20220222_ophys,0.40528634343379455,0.528735631880037,0.4588528184750148
sub-2022-04-01-w00-NP1_ses-20220401_ophys,0.3404255317700317,0.4819277105530556,0.3990024450469895
sub-2022-04-26-w00-NP1_ses-20220426_ophys,0.3794326239789246,0.5944444441141975,0.4632034154401203
sub-2022-02-12-w01-NP1_ses-20220212_ophys,0.3773584904236383,0.5586592175649948,0.4504504021234123
sub-2022-01-22-w04-NP1_ses-20220122_ophys,0.24594594587947405,0.5352941173321799,0.3370369937709246
sub-2021-12-03-w00-NP1_ses-20211203_ophys,0.4228855719289127,0.49418604622431045,0.4557640251248896
