worm,precision,recall,f1_score
sub-2022-04-26-w01-NP1_ses-20220426_ophys,0.4517374515630357,0.6499999996388889,0.5330295641326105
sub-2022-03-05-w00-NP1_ses-20220305_ophys,0.5023696680083556,0.6309523805768141,0.5593667049658567
sub-2022-02-12-w00-NP1_ses-20220212_ophys,0.5898876401180406,0.5999999996571429,0.5949007995249181
sub-2022-02-11-w03-NP1_ses-20220211_ophys,0.3093749999033203,0.589285713934949,0.4057376596025984
sub-2022-02-22-w04-NP1_ses-20220222_ophys,0.4537444931921831,0.5919540226483023,0.5137156613404191
sub-2022-04-01-w00-NP1_ses-20220401_ophys,0.36595744665278407,0.5180722888445348,0.4289276320644827
sub-2022-04-26-w00-NP1_ses-20220426_ophys,0.46099290763794576,0.7222222218209877,0.5627705149641163
sub-2022-02-12-w01-NP1_ses-20220212_ophys,0.4490566036041295,0.6648044689023439,0.5360359876704449
sub-2022-01-22-w04-NP1_ses-20220122_ophys,0.28648648640905766,0.623529411397924,0.3925925493059032
sub-2021-12-03-w00-NP1_ses-20211203_ophys,0.5323383081928665,0.6220930228941319,0.5737264915495733
