worm,precision,recall,f1_score
sub-20190928-05_ses-20190928_ophys,0.5528455280058167,0.39534883697944834,0.4610169002194823
sub-20190928-08_ses-20190928_ophys,0.7627118637604137,0.49180327841977967,0.5980065964525816
sub-20190928-13_ses-20190928_ophys,0.6950354604999749,0.55999999968,0.6202531147432342
sub-20190928-11_ses-20190928_ophys,0.9439252327626868,0.5580110494154635,0.7013888417028389
sub-20191030-03_ses-20191030_ophys,0.9021739120628545,0.4486486484061359,0.5992779335427316
sub-20190929-02_ses-20190929_ophys,0.7478260863062383,0.5180722888445348,0.6120995953394752
sub-20190929-05_ses-20190929_ophys,0.7338709671501041,0.5352941173321799,0.6190475698505291
sub-20190928-03_ses-20190928_ophys,0.620689654744352,0.5357142853954082,0.5750798221069974
sub-20190928-07_ses-20190928_ophys,0.5260416663926867,0.5611111107993827,0.5430107024482644
sub-20191030-07_ses-20191030_ophys,0.7799999992200001,0.4333333330925926,0.5571428108265345
sub-20190929-03_ses-20190929_ophys,0.6713286708592108,0.5393258423936372,0.5981307913432558
sub-20190925-04_ses-20190925_ophys,0.5945945941928416,0.49717514096204796,0.5415384116033181
sub-20190924-03_ses-20190924_ophys,0.6242424238640956,0.5478723401341105,0.5835693549807841
sub-20191104-08_ses-20191104_ophys,0.9545454534607438,0.4692737427545957,0.6292134384827985
sub-20190924-01_ses-20190924_ophys,0.5085714282808164,0.491712706910656,0.49999994973330886
sub-20190929-06_ses-20190929_ophys,0.7982456133348723,0.5112359547689685,0.6232876232079226
sub-20190928-01_ses-20190928_ophys,0.5512820509286653,0.49999999970930237,0.5243901937016705
sub-20190929-07_ses-20190929_ophys,0.6554054049625639,0.5480225985604392,0.5969230269538502
sub-20190925-01_ses-20190925_ophys,0.8083333326597223,0.5271739127569707,0.6381578465330714
sub-20190924-02_ses-20190924_ophys,0.8095238085600908,0.382022471695493,0.5190839255055103
sub-20191104-10_ses-20191104_ophys,0.8181818175056349,0.5689655169143877,0.671186391836832
