worm,precision,recall,f1_score
sub-20190928-05_ses-20190928_ophys,0.520325202829004,0.37209302303948083,0.4338982561700716
sub-20190928-08_ses-20190928_ophys,0.7288135587043953,0.4699453549344561,0.5714285233805406
sub-20190928-13_ses-20190928_ophys,0.6666666661938535,0.5371428568359183,0.5949366590630549
sub-20190928-11_ses-20190928_ophys,0.8785046720761639,0.5193370162876592,0.6527777306254856
sub-20191030-03_ses-20191030_ophys,0.8586956512405483,0.42702702679620164,0.5703970671375915
sub-20190929-02_ses-20190929_ophys,0.6956521733081286,0.4819277105530556,0.5693949690353507
sub-20190929-05_ses-20190929_ophys,0.6854838704149324,0.4999999997058824,0.5782312433476833
sub-20190928-03_ses-20190928_ophys,0.6137931030249703,0.5297619044465703,0.5686900457532528
sub-20190928-07_ses-20190928_ophys,0.5156249997314454,0.5499999996944445,0.5322580142820027
sub-20191030-07_ses-20191030_ophys,0.72999999927,0.40555555533024695,0.5214285251377592
sub-20190929-03_ses-20190929_ophys,0.6363636359186269,0.5112359547689685,0.5669781433875879
sub-20190925-04_ses-20190925_ophys,0.5810810806884588,0.48587570594018326,0.5292307193031999
sub-20190924-03_ses-20190924_ophys,0.5939393935794307,0.5212765954674061,0.5552407430988175
sub-20191104-08_ses-20191104_ophys,0.9204545444085744,0.45251396622764584,0.606741528387272
sub-20190924-01_ses-20190924_ophys,0.5085714282808164,0.491712706910656,0.49999994973330886
sub-20190929-06_ses-20190929_ophys,0.7631578940674054,0.4887640446692337,0.5958903629527154
sub-20190928-01_ses-20190928_ophys,0.519230768897929,0.4709302322843429,0.49390238884221205
sub-20190929-07_ses-20190929_ophys,0.6554054049625639,0.5480225985604392,0.5969230269538502
sub-20190925-01_ses-20190925_ophys,0.7833333326805556,0.5108695649397448,0.6184210044407932
sub-20190924-02_ses-20190924_ophys,0.7499999991071429,0.3539325840708244,0.4809159866033487
sub-20191104-10_ses-20191104_ophys,0.7685950406871116,0.5344827583135157,0.6305084257627156
