worm,precision,recall,f1_score
sub-20190928-05_ses-20190928_ophys,0.6489361698675872,0.7093023251690103,0.6777777275000036
sub-20190928-08_ses-20190928_ophys,0.7682119200210518,0.6338797810743827,0.694610728486145
sub-20190928-13_ses-20190928_ophys,0.7090909086611571,0.6685714281893878,0.688235243756059
sub-20190928-11_ses-20190928_ophys,0.8590604021080132,0.7071823200512805,0.775757525757579
sub-20191030-03_ses-20191030_ophys,0.9057971007929007,0.6756756753104456,0.7739937586289557
sub-20190929-02_ses-20190929_ophys,0.7666666661555556,0.6927710839200174,0.7278480509333473
sub-20190929-05_ses-20190929_ophys,0.7161290317960458,0.6529411760865053,0.6830768727630806
sub-20190928-03_ses-20190928_ophys,0.6867469875381043,0.678571428167517,0.6826346801319553
sub-20190928-07_ses-20190928_ophys,0.530701754153201,0.6722222218487655,0.5931372053032528
sub-20191030-07_ses-20191030_ophys,0.8881118874908309,0.7055555551635803,0.7863776591475076
sub-20190929-03_ses-20190929_ophys,0.6089108907876679,0.6910112355668476,0.6473683709113611
sub-20190925-04_ses-20190925_ophys,0.6838709673007284,0.5988700561588305,0.6385541667023554
sub-20190924-03_ses-20190924_ophys,0.6966292130917814,0.6595744677342689,0.677595578082359
sub-20191104-08_ses-20191104_ophys,0.7876712323372115,0.6424581001997441,0.707692257772311
sub-20190924-01_ses-20190924_ophys,0.6608187130638488,0.6243093919202711,0.6420454042210137
sub-20190929-06_ses-20190929_ophys,0.825503355150669,0.6910112355668476,0.7522935279147879
sub-20190928-01_ses-20190928_ophys,0.6313131309942863,0.726744185623986,0.6756756255573447
sub-20190929-07_ses-20190929_ophys,0.7423312878881403,0.683615818822816,0.7117646555484464
sub-20190925-01_ses-20190925_ophys,0.7612903220894901,0.641304347477552,0.6961651416956031
sub-20190924-02_ses-20190924_ophys,0.8028169008430868,0.6404494378424441,0.7124999501875035
sub-20191104-10_ses-20191104_ophys,0.7567567562454347,0.6436781605496102,0.6956521238069555
