Filename,Best_template,top1,top2,top3,top4,top5,cost
6,4,0.7699115044247787,0.8407079646017699,0.8672566371681416,0.8761061946902655,0.8761061946902655,5.136450144614689
7,9,0.8205128205128205,0.8717948717948718,0.9230769230769232,0.9401709401709402,0.9401709401709402,4.548822325366843
2022-12-21-06,2023-01-09-22,0.5522388059701493,0.6417910447761194,0.6716417910447762,0.7014925373134329,0.7313432835820896,6.053235538199157
20221106-21-00-09,20221215-20-02-49,0.4568965517241379,0.646551724137931,0.7068965517241379,0.75,0.7844827586206896,5.683537158448567
20230322-20-16-50,20230506-15-33-51,0.6097560975609756,0.7073170731707317,0.7398373983739838,0.7804878048780488,0.7886178861788617,4.996782636804192
5,4,0.8373983739837398,0.9105691056910568,0.926829268292683,0.943089430894309,0.943089430894309,4.729185914742394
2023-01-06-08,2022-08-02-01,0.6067415730337079,0.7303370786516854,0.7865168539325843,0.797752808988764,0.8202247191011236,7.398043016453715
4,1,0.8278688524590164,0.8770491803278688,0.9016393442622952,0.9098360655737704,0.9098360655737704,4.112258670841619
20230918-17-21-0,20231013-13-28-0,0.0769230769230769,0.1089743589743589,0.1282051282051282,0.1474358974358974,0.1538461538461538,9.997967808207504
2021-12-03-w00-NP1,2022-04-26-w01-NP1,0.6744186046511628,0.7267441860465116,0.7441860465116279,0.7616279069767442,0.7616279069767442,6.924058729683963
20221106-21-47-31,20221215-20-02-49,0.3846153846153846,0.5128205128205128,0.5811965811965812,0.6068376068376068,0.6239316239316239,4.337227730441603
20230322-22-43-03,20230322-21-41-10,0.6638655462184874,0.7647058823529411,0.7815126050420168,0.7899159663865546,0.8151260504201681,4.235842829238703
20230506-12-56-00,20230909-16-48-09,0.4554455445544554,0.6138613861386139,0.7128712871287128,0.7326732673267327,0.7425742574257426,4.183734023372817
20230506-14-24-57,20230904-14-30-52,0.3846153846153846,0.5288461538461539,0.6442307692307693,0.7115384615384616,0.7307692307692307,3.468232691037777
1,4,0.8407079646017699,0.8849557522123894,0.9026548672566372,0.9026548672566372,0.9292035398230089,3.993327318009612
38_YAaDV,64_YAaDV,0.5714285714285714,0.673469387755102,0.7040816326530612,0.7448979591836735,0.75,8.202820744248887
2023-01-16-08,2022-08-02-01,0.6666666666666666,0.7708333333333334,0.8020833333333334,0.8020833333333334,0.8229166666666666,6.976998240205152
20230510-13-25-46,20230506-15-01-45,0.6194690265486725,0.7168141592920354,0.7787610619469026,0.7964601769911505,0.7964601769911505,2.9416182095887597
56_YAaDV,55_YAaDV,0.4081632653061224,0.5204081632653061,0.6071428571428571,0.6428571428571429,0.6887755102040817,8.554874685922705
20190928_08,20190925_04,0.4644808743169399,0.5846994535519126,0.6502732240437158,0.6830601092896175,0.73224043715847,8.827213798691801
3,9,0.7606837606837606,0.8547008547008547,0.9145299145299144,0.9316239316239316,0.9316239316239316,4.019177712402783
2023-01-16-22,2022-08-02-01,0.5760869565217391,0.6956521739130435,0.7282608695652174,0.75,0.7717391304347826,8.217379140425106
2,1,0.768595041322314,0.8512396694214877,0.8760330578512396,0.8842975206611571,0.8925619834710744,4.360296974294404
2023-01-13-07,2022-08-02-01,0.5,0.6309523809523809,0.6666666666666666,0.7261904761904762,0.7619047619047619,8.06450823632109
20191104_10,20191030_07,0.5172413793103449,0.6379310344827587,0.6839080459770115,0.7241379310344828,0.7471264367816092,6.694987920218243
20190929_06,20190925_01,0.4382022471910112,0.550561797752809,0.6235955056179775,0.6460674157303371,0.6741573033707865,7.371592710352475
20230928-14-27-0,20231013-9-30-0,0.0519480519480519,0.0909090909090909,0.1298701298701298,0.1688311688311688,0.2142857142857142,10.457498753376656
64_YAaDV,38_YAaDV,0.5364583333333334,0.65625,0.7135416666666666,0.7447916666666666,0.7760416666666666,7.639682851377651
2023-01-23-15,2023-01-17-07,0.5392156862745098,0.6372549019607843,0.7058823529411765,0.7450980392156863,0.7549019607843137,6.377136485726072
20190929_07,20191104_10,0.480225988700565,0.615819209039548,0.655367231638418,0.6949152542372882,0.7231638418079096,7.448235218765845
2023-01-17-07,2022-08-02-01,0.6395348837209303,0.7209302325581395,0.7790697674418605,0.813953488372093,0.8255813953488372,4.196022538227941
20191030_03,20191104_08,0.5027027027027027,0.5891891891891892,0.6864864864864865,0.7081081081081081,0.7297297297297297,7.50256040742235
20190929_05,20191104_10,0.5058823529411764,0.6882352941176471,0.7470588235294118,0.7823529411764706,0.7941176470588235,7.132079211866868
2022-03-05-w00-NP1,2022-02-12-w01-NP1,0.75,0.8452380952380952,0.8869047619047619,0.8988095238095238,0.9047619047619048,4.376017458571772
20190925_04,20190928_08,0.4463276836158192,0.6101694915254238,0.6779661016949152,0.711864406779661,0.7288135593220338,9.118720386143792
11_YAaLR,70_YAaLR,0.4639175257731959,0.5721649484536082,0.6391752577319587,0.6804123711340206,0.7268041237113402,9.052148015680906
76_YAaDV,64_YAaDV,0.3834196891191709,0.5284974093264249,0.6062176165803109,0.6839378238341969,0.7305699481865285,7.985270842316519
2022-07-15-12,2022-08-02-01,0.5531914893617021,0.7021276595744681,0.7340425531914894,0.7978723404255319,0.8191489361702128,6.187146667104854
20191030_07,20191104_10,0.5222222222222223,0.6222222222222222,0.7111111111111111,0.7444444444444445,0.7722222222222223,6.757903386327675
20190925_01,20190928_07,0.5543478260869565,0.625,0.6739130434782609,0.6956521739130435,0.717391304347826,6.847487806850258
2023-01-17-01,2022-08-02-01,0.5208333333333334,0.6458333333333334,0.6979166666666666,0.7083333333333334,0.7395833333333334,8.453749204570485
