Filename,Best_template,top1,top2,top3,top4,top5,cost
6,4,0.7787610619469026,0.8495575221238938,0.8584070796460177,0.8761061946902655,0.8761061946902655,5.017596257032739
7,9,0.8034188034188035,0.8547008547008547,0.9145299145299144,0.9401709401709402,0.9401709401709402,4.47430357610213
2022-12-21-06,2023-01-09-22,0.4925373134328358,0.6119402985074627,0.6865671641791045,0.7164179104477612,0.7313432835820896,5.861293204147121
20221106-21-00-09,20221215-20-02-49,0.4568965517241379,0.6724137931034483,0.7068965517241379,0.7327586206896551,0.7844827586206896,5.352202935499665
20230322-20-16-50,20230506-15-33-51,0.5609756097560976,0.7317073170731707,0.7642276422764228,0.8048780487804879,0.8048780487804879,4.587626951081026
5,4,0.8536585365853658,0.902439024390244,0.926829268292683,0.926829268292683,0.926829268292683,4.46452341488559
2023-01-06-08,2022-08-02-01,0.6179775280898876,0.7303370786516854,0.7865168539325843,0.8089887640449438,0.8202247191011236,7.337723272952015
4,1,0.8032786885245902,0.8852459016393442,0.8934426229508197,0.9098360655737704,0.9098360655737704,3.826586404824342
20230918-17-21-0,20230928-16-0-0,0.3076923076923077,0.3974358974358974,0.4230769230769231,0.4358974358974359,0.4871794871794871,8.962985778876611
2021-12-03-w00-NP1,2022-04-26-w01-NP1,0.6395348837209303,0.7093023255813954,0.75,0.7616279069767442,0.7732558139534884,6.627715502393622
20221106-21-47-31,20221215-20-02-49,0.4102564102564102,0.5299145299145299,0.6068376068376068,0.6239316239316239,0.6239316239316239,4.291254275769616
20230322-22-43-03,20230322-21-41-10,0.6722689075630253,0.7563025210084033,0.7899159663865546,0.7983193277310925,0.8067226890756303,4.1569815342546494
20230506-12-56-00,20230506-15-33-51,0.3663366336633663,0.4653465346534653,0.5346534653465347,0.5445544554455446,0.5544554455445545,3.9779192873638456
20230506-14-24-57,20230510-12-53-34,0.5961538461538461,0.6634615384615384,0.7019230769230769,0.7307692307692307,0.7596153846153846,3.299161738592714
1,4,0.8230088495575221,0.8761061946902655,0.8938053097345132,0.9026548672566372,0.911504424778761,3.9402992339769782
38_YAaDV,55_YAaDV,0.4897959183673469,0.6071428571428571,0.673469387755102,0.7091836734693877,0.7295918367346939,6.940356101599689
2023-01-16-08,2023-01-09-08,0.3645833333333333,0.4583333333333333,0.5208333333333334,0.5208333333333334,0.5520833333333334,6.372235415981338
20230510-13-25-46,20230506-15-01-45,0.6017699115044248,0.7256637168141593,0.7699115044247787,0.7964601769911505,0.8053097345132744,2.8111497783475614
56_YAaDV,55_YAaDV,0.336734693877551,0.4642857142857143,0.5510204081632653,0.5816326530612245,0.6173469387755102,7.932235956616616
20190928_08,20190925_04,0.453551912568306,0.5683060109289617,0.6065573770491803,0.6775956284153005,0.7213114754098361,8.643066081713272
3,9,0.7606837606837606,0.8547008547008547,0.905982905982906,0.9230769230769232,0.9316239316239316,3.97917721481329
2023-01-16-22,2022-08-02-01,0.5978260869565217,0.6956521739130435,0.75,0.7608695652173914,0.7717391304347826,7.91535803732703
2,1,0.8016528925619835,0.859504132231405,0.8925619834710744,0.8925619834710744,0.9090909090909092,4.113081822787006
2023-01-13-07,2023-01-17-14,0.5952380952380952,0.6904761904761905,0.7261904761904762,0.7380952380952381,0.7380952380952381,8.021969197904308
20191104_10,20191030_07,0.4655172413793103,0.6091954022988506,0.6551724137931034,0.7011494252873564,0.7126436781609196,6.456629324095461
20190929_06,20190925_01,0.4438202247191011,0.5674157303370787,0.6235955056179775,0.6629213483146067,0.6853932584269663,6.974263983755493
20230928-14-27-0,20231013-9-30-0,0.0519480519480519,0.0649350649350649,0.0909090909090909,0.1233766233766233,0.1493506493506493,9.281212661164568
64_YAaDV,38_YAaDV,0.46875,0.5885416666666666,0.6614583333333334,0.7135416666666666,0.734375,6.819770985192259
2023-01-23-15,2022-08-02-01,0.5784313725490197,0.6862745098039216,0.7254901960784313,0.7647058823529411,0.7941176470588235,6.5856654537803525
20190929_07,20191104_10,0.4463276836158192,0.5988700564971752,0.655367231638418,0.7062146892655368,0.7457627118644068,7.028027753635668
2023-01-17-07,2022-08-02-01,0.6395348837209303,0.7441860465116279,0.813953488372093,0.8255813953488372,0.8372093023255814,4.388404760106726
20191030_03,20191104_08,0.4432432432432432,0.5783783783783784,0.6378378378378379,0.6594594594594595,0.6864864864864865,7.093053107379577
20190929_05,20191104_10,0.5117647058823529,0.6588235294117647,0.711764705882353,0.7588235294117647,0.8,7.27903210408904
2022-03-05-w00-NP1,2022-02-12-w01-NP1,0.7619047619047619,0.8333333333333334,0.8809523809523809,0.8988095238095238,0.8988095238095238,4.120062436251975
20190925_04,20191030_03,0.0790960451977401,0.1525423728813559,0.2259887005649717,0.3446327683615819,0.4067796610169492,8.374811357110316
11_YAaLR,20_YAaLR,0.4432989690721649,0.5773195876288659,0.6391752577319587,0.6804123711340206,0.6958762886597938,8.341642810190784
76_YAaDV,56_YAaDV,0.3419689119170984,0.4559585492227979,0.5803108808290155,0.6062176165803109,0.6476683937823834,7.334614508278123
2022-07-15-12,2022-08-02-01,0.5425531914893617,0.6808510638297872,0.7446808510638298,0.776595744680851,0.7978723404255319,6.1605376762231705
20191030_07,20191104_10,0.5111111111111111,0.5888888888888889,0.6166666666666667,0.6666666666666666,0.6944444444444444,6.449671429374485
20190925_01,20190928_07,0.5652173913043478,0.625,0.6739130434782609,0.7065217391304348,0.7336956521739131,6.494715511950298
2023-01-17-01,2022-08-02-01,0.4895833333333333,0.6145833333333334,0.71875,0.7291666666666666,0.7395833333333334,8.488405602736169
20230928-11-14-0,20230928-14-27-0,0.3248407643312102,0.3821656050955414,0.4267515923566879,0.4585987261146497,0.4904458598726114,9.709525258683982
2023-01-09-15,2023-01-09-08,0.284313725490196,0.3529411764705882,0.3823529411764705,0.3823529411764705,0.3823529411764705,6.142362486800777
20190929_03,20191104_10,0.4662921348314606,0.6123595505617978,0.6797752808988764,0.7078651685393258,0.7191011235955056,6.8207890874327495
20231013-11-11-0,20231013-13-28-0,0.0429447852760736,0.0858895705521472,0.0981595092024539,0.1411042944785276,0.1595092024539877,8.67902681896485
20190929_02,20190925_01,0.2951807228915662,0.4156626506024096,0.4759036144578313,0.5060240963855421,0.5301204819277109,7.177709292592297
20221028-18-48-00,20221106-21-47-31,0.5,0.6509433962264151,0.7075471698113207,0.7452830188679245,0.8018867924528302,4.297956249314062
2023-01-19-08,2022-08-02-01,0.4565217391304347,0.6195652173913043,0.6847826086956522,0.7282608695652174,0.75,6.709848705315397
2023-01-23-21,2023-01-16-15,0.5445544554455446,0.6039603960396039,0.6237623762376238,0.6435643564356436,0.6435643564356436,7.107936875273962
2022-02-12-w01-NP1,2022-03-05-w00-NP1,0.7653631284916201,0.8156424581005587,0.8212290502793296,0.8268156424581006,0.8435754189944135,3.848518157389152
20230909-16-48-09,20230510-13-25-46,0.6410256410256411,0.7307692307692307,0.7948717948717948,0.8205128205128205,0.8333333333333334,3.697534089091373
2023-01-05-18,2022-08-02-01,0.5730337078651685,0.6966292134831461,0.7303370786516854,0.7640449438202247,0.7865168539325843,7.084080522827528
2023-01-23-08,2022-08-02-01,0.5340909090909091,0.6477272727272727,0.6704545454545454,0.7272727272727273,0.7613636363636364,6.764160190069461
2023-01-10-07,2023-01-18-01,0.5961538461538461,0.6634615384615384,0.7019230769230769,0.7211538461538461,0.7211538461538461,5.002699301938367
