,Filename,Best_template,top1,top2,top3,top4,top5
43,20190929_03,56_YAaDV,0.56,0.6342857142857142,0.6742857142857143,0.72,0.7485714285714286
44,20231013-11-11-0,56_YAaDV,0.34355828220858897,0.4662576687116564,0.5705521472392638,0.6503067484662577,0.6748466257668712
45,20190929_02,56_YAaDV,0.2621951219512195,0.39634146341463417,0.5121951219512195,0.5426829268292683,0.5792682926829268
46,20221028-18-48-00,56_YAaDV,0.09090909090909091,0.11363636363636363,0.22727272727272727,0.3181818181818182,0.3409090909090909
47,2023-01-19-08,56_YAaDV,0.01818181818181818,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.07272727272727272
48,2023-01-23-21,76_YAaDV,0.18292682926829268,0.24390243902439024,0.3170731707317073,0.36585365853658536,0.4268292682926829
49,2022-02-12-w01-NP1,56_YAaDV,0.20634920634920634,0.2698412698412698,0.3333333333333333,0.38095238095238093,0.38095238095238093
50,20230909-16-48-09,55_YAaDV,0.16666666666666666,0.16666666666666666,0.25,0.3055555555555556,0.3611111111111111
51,2023-01-05-18,56_YAaDV,0.036585365853658534,0.08536585365853659,0.10975609756097561,0.15853658536585366,0.18292682926829268
52,2023-01-23-08,56_YAaDV,0.08064516129032258,0.0967741935483871,0.14516129032258066,0.1935483870967742,0.24193548387096775
53,2023-01-10-07,56_YAaDV,0.13414634146341464,0.2073170731707317,0.24390243902439024,0.3170731707317073,0.34146341463414637
54,20221215-20-02-49,56_YAaDV,0.140625,0.15625,0.234375,0.265625,0.265625
55,2022-06-14-01,56_YAaDV,0.03636363636363636,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.07272727272727272
56,2022-02-11-w03-NP1,56_YAaDV,0.11627906976744186,0.13953488372093023,0.23255813953488372,0.2558139534883721,0.27906976744186046
57,20230904-15-09-05,56_YAaDV,0.07692307692307693,0.1794871794871795,0.2948717948717949,0.32051282051282054,0.3717948717948718
58,20230928-16-0-0,62_YAaLR,0.3466666666666667,0.4533333333333333,0.56,0.6333333333333333,0.6733333333333333
59,20230510-15-49-47,64_YAaDV,0.06976744186046512,0.16279069767441862,0.23255813953488372,0.27906976744186046,0.3023255813953488
60,2023-01-09-22,56_YAaDV,0.11842105263157894,0.2236842105263158,0.2894736842105263,0.32894736842105265,0.3684210526315789
61,2022-02-22-w04-NP1,56_YAaDV,0.10416666666666667,0.125,0.22916666666666666,0.25,0.2708333333333333
62,20191104_08,56_YAaDV,0.5480225988700564,0.6384180790960452,0.7288135593220338,0.7796610169491526,0.8135593220338984
63,2022-02-12-w00-NP1,56_YAaDV,0.3,0.36666666666666664,0.4,0.45,0.5
64,2022-06-14-07,56_YAaDV,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.06521739130434782,0.08695652173913043
65,2022-06-14-13,62_YAaLR,0.0,0.058823529411764705,0.07352941176470588,0.11764705882352941,0.1323529411764706
66,20230506-15-33-51,56_YAaDV,0.09090909090909091,0.13636363636363635,0.20454545454545456,0.2727272727272727,0.29545454545454547
67,20230322-18-57-04,56_YAaDV,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.13043478260869565
68,2022-06-28-01,64_YAaDV,0.11864406779661017,0.1694915254237288,0.23728813559322035,0.2711864406779661,0.3389830508474576
69,20_YAaLR,20_YAaLR,1.0,1.0,1.0,1.0,1.0
70,2022-04-01-w00-NP1,56_YAaDV,0.22727272727272727,0.2727272727272727,0.36363636363636365,0.4318181818181818,0.45454545454545453
71,2023-03-07-01,62_YAaLR,0.016666666666666666,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.08333333333333333
72,20230904-15-59-40,56_YAaDV,0.08928571428571429,0.17857142857142858,0.17857142857142858,0.19642857142857142,0.21428571428571427
73,20230918-13-21-0,62_YAaLR,0.2751677852348993,0.4161073825503356,0.5570469798657718,0.6040268456375839,0.6778523489932886
74,20190928_05,56_YAaDV,0.3597560975609756,0.5914634146341463,0.6829268292682927,0.725609756097561,0.7682926829268293
75,20190928_11,56_YAaDV,0.5084745762711864,0.6101694915254238,0.6836158192090396,0.7401129943502824,0.7457627118644068
76,20190928_07,7_YAaLR,0.5139664804469274,0.6368715083798883,0.6927374301675978,0.7541899441340782,0.7988826815642458
77,20190928_13,56_YAaDV,0.5028571428571429,0.6171428571428571,0.6685714285714286,0.7028571428571428,0.7257142857142858
78,62_YAaLR,62_YAaLR,1.0,1.0,1.0,1.0,1.0
79,20230510-12-53-34,62_YAaLR,0.10204081632653061,0.1836734693877551,0.2857142857142857,0.2857142857142857,0.2857142857142857
80,2023-01-06-01,56_YAaDV,0.015151515151515152,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.21212121212121213
81,7_YAaLR,7_YAaLR,1.0,1.0,1.0,1.0,1.0
82,2023-01-18-01,62_YAaLR,0.34615384615384615,0.4358974358974359,0.5512820512820513,0.6025641025641025,0.6025641025641025
83,20230506-15-01-45,56_YAaDV,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.12121212121212122
84,2022-04-26-w00-NP1,56_YAaDV,0.18421052631578946,0.23684210526315788,0.3157894736842105,0.3157894736842105,0.34210526315789475
85,55_YAaDV,55_YAaDV,1.0,1.0,1.0,1.0,1.0
86,9,76_YAaDV,0.20588235294117646,0.25,0.3235294117647059,0.35294117647058826,0.4264705882352941
87,20190924_02,62_YAaLR,0.48295454545454547,0.6193181818181818,0.7159090909090909,0.7613636363636364,0.7897727272727273
