worm,precision,recall,f1_score
sub-2022-12-21-06-SWF702_ses-20221221_behavior+image+ophys,0.1746031743260267,0.1641791042325685,0.16923071901776623
sub-2023-01-19-22-SWF702_ses-20230119_behavior+image+ophys,0.24418604622769066,0.21874999977213544,0.23076918066659696
sub-2023-01-09-22-SWF702_ses-20230109_behavior+image+ophys,0.07407407379972565,0.020833333311631945,0.032520290885091244
sub-2023-01-17-01-SWF702_ses-20230117_behavior+image+ophys,0.22012578602507812,0.36458333295355905,0.27450975675817796
sub-2022-06-14-13-SWF702_ses-20220614_behavior+image+ophys,0.2999999997,0.306122448667222,0.3030302527293216
sub-2022-07-15-12-SWF702_ses-20220715_behavior+image+ophys,0.2222222220458554,0.29787234010864644,0.2545454053719103
sub-2023-01-18-01-SWF702_ses-20230118_behavior+image+ophys,0.30864197492760254,0.27777777746913584,0.2923976106152406
sub-2023-01-16-22-SWF702_ses-20230116_behavior+image+ophys,0.22857142824489798,0.17391304328922497,0.19753081487579335
sub-2023-01-09-15-SWF702_ses-20230109_behavior+image+ophys,0.2159999998272,0.2647058820934256,0.23788541285878886
sub-2023-01-10-07-SWF702_ses-20230110_behavior+image+ophys,0.317647058449827,0.25961538436575443,0.28571423591725614
sub-2023-01-10-14-SWF702_ses-20230110_behavior+image+ophys,0.20588235273933103,0.2164948451376342,0.2110552262013704
sub-2023-01-05-18-SWF702_ses-20230105_behavior+image+ophys,0.13095238079648527,0.12359550547910618,0.127167579952574
sub-2022-07-26-01-SWF702_ses-20220726_behavior+image+ophys,0.06593406586161092,0.08450704213449713,0.07407402474473627
sub-2023-01-19-15-SWF702_ses-20230119_behavior+image+ophys,0.0,0.0,0.0
sub-2022-06-14-07-SWF702_ses-20220614_behavior+image+ophys,0.2727272725018783,0.3707865164373185,0.31428566514739986
sub-2023-03-07-01-SWF702_ses-20230307_behavior+image+ophys,0.1946902653144334,0.2499999997159091,0.21890542319250633
sub-2022-07-15-06-SWF702_ses-20220715_behavior+image+ophys,0.17592592576303157,0.2676056334259076,0.21229045469243613
sub-2023-01-23-08-SWF702_ses-20230123_behavior+image+ophys,0.3214285708545918,0.20454545431301654,0.2499999521219226
sub-2022-06-28-01-SWF702_ses-20220628_behavior+image+ophys,0.3797468349623458,0.3896103891044021,0.38461533413051274
sub-2022-06-28-07-SWF702_ses-20220628_behavior+image+ophys,0.3260869561672968,0.34883720889670095,0.3370786013634717
sub-2022-08-02-01-SWF702_ses-20220802_behavior+image+ophys,0.21505376320961964,0.17543859633733458,0.19323666530375372
sub-2023-01-23-21-SWF702_ses-20230123_behavior+image+ophys,0.28037383151366935,0.2970297026762082,0.2884614882257853
sub-2022-07-20-01-SWF702_ses-20220720_behavior+image+ophys,0.1810344826025565,0.2164948451376342,0.1971830488042621
sub-2023-01-06-01-SWF702_ses-20230106_behavior+image+ophys,0.17391304328922497,0.2077922075223478,0.18934906259586048
sub-2023-01-06-08-SWF702_ses-20230106_behavior+image+ophys,0.26315789439058174,0.22471910087110214,0.24242419244078153
sub-2022-06-14-01-SWF702_ses-20220614_behavior+image+ophys,0.2479999998016,0.392405062794424,0.30392152087178753
sub-2023-01-09-08-SWF702_ses-20230109_behavior+image+ophys,0.12612612601249898,0.21874999965820316,0.15999995342368692
sub-2023-01-05-01-SWF702_ses-20230105_behavior+image+ophys,0.2327586204890012,0.2967032963772491,0.260869515694658
sub-2023-01-16-08-SWF702_ses-20230116_behavior+image+ophys,0.2566371679144804,0.3020833330186632,0.2775119117877427
sub-2023-01-13-07-SWF702_ses-20230113_behavior+image+ophys,0.27777777746913584,0.29761904726473926,0.2873562715682476
sub-2023-01-17-14-SWF702_ses-20230117_behavior+image+ophys,0.2637362634464437,0.2285714283537415,0.24489790918888973
sub-2023-01-19-08-SWF702_ses-20230119_behavior+image+ophys,0.20624999987109377,0.3586956517840265,0.26190471533762477
sub-2023-01-16-15-SWF702_ses-20230116_behavior+image+ophys,0.33333333293650796,0.3076923073541843,0.3199999497142936
sub-2023-01-23-15-SWF702_ses-20230123_behavior+image+ophys,0.5249999986875,0.20588235273933103,0.2957746070025844
sub-2023-01-23-01-SWF702_ses-20230123_behavior+image+ophys,0.17692307678698227,0.2527472524695085,0.20814474774882888
sub-2023-01-17-07-SWF702_ses-20230117_behavior+image+ophys,0.2638888885223766,0.22093023230124392,0.2405062792020612
sub-2023-01-16-01-SWF702_ses-20230116_behavior+image+ophys,0.26229508175221716,0.37647058779238757,0.30917869526010705
sub-2023-01-09-28-SWF702_ses-20230109_behavior+image+ophys,0.27731092413671354,0.3510638294137619,0.30985910532743416
