worm,precision,recall,f1_score
sub-2022-12-21-06-SWF702_ses-20221221_behavior+image+ophys,0.3333333328042328,0.31343283535308536,0.3230768726272267
sub-2023-01-19-22-SWF702_ses-20230119_behavior+image+ophys,0.41860465067604113,0.374999999609375,0.3956043453206198
sub-2023-01-09-22-SWF702_ses-20230109_behavior+image+ophys,0.37037036899862824,0.10416666655815973,0.1626015914865562
sub-2023-01-17-01-SWF702_ses-20230117_behavior+image+ophys,0.33333333312368973,0.5520833327582466,0.41568622723568394
sub-2022-06-14-13-SWF702_ses-20220614_behavior+image+ophys,0.4999999995,0.5102040811120366,0.5050504545454594
sub-2022-07-15-12-SWF702_ses-20220715_behavior+image+ophys,0.35714285685941044,0.47872340374603894,0.4090908597768654
sub-2023-01-18-01-SWF702_ses-20230118_behavior+image+ophys,0.48148148088705994,0.4333333328518519,0.45614030048220516
sub-2023-01-16-22-SWF702_ses-20230116_behavior+image+ophys,0.3714285708979592,0.28260869534499056,0.32098760484682964
sub-2023-01-09-15-SWF702_ses-20230109_behavior+image+ophys,0.3519999997184,0.4313725485966936,0.3876651484096398
sub-2023-01-10-07-SWF702_ses-20230110_behavior+image+ophys,0.529411764083045,0.4326923072762574,0.4761904261918811
sub-2023-01-10-14-SWF702_ses-20230110_behavior+image+ophys,0.3039215683294887,0.31958762853650763,0.31155773866317316
sub-2023-01-05-18-SWF702_ses-20230105_behavior+image+ophys,0.27380952348356014,0.25842696600176746,0.26589590349160624
sub-2022-07-26-01-SWF702_ses-20220726_behavior+image+ophys,0.142857142700157,0.18309859129141046,0.16049377772444737
sub-2023-01-19-15-SWF702_ses-20230119_behavior+image+ophys,0.09009009000892786,0.1562499997558594,0.11428566776165149
sub-2022-06-14-07-SWF702_ses-20220614_behavior+image+ophys,0.37190082613892494,0.5056179769599798,0.42857137932426864
sub-2023-03-07-01-SWF702_ses-20230307_behavior+image+ophys,0.31858407051452736,0.4090909086260331,0.3582089056409563
sub-2022-07-15-06-SWF702_ses-20220715_behavior+image+ophys,0.33333333302469137,0.5070422528069828,0.40223458855841526
sub-2023-01-23-08-SWF702_ses-20230123_behavior+image+ophys,0.517857141932398,0.3295454541709711,0.4027777296875056
sub-2022-06-28-01-SWF702_ses-20220628_behavior+image+ophys,0.5316455689472841,0.545454544746163,0.538461487779426
sub-2022-06-28-07-SWF702_ses-20220628_behavior+image+ophys,0.5217391298676749,0.5581395342347215,0.5393257921474607
sub-2022-08-02-01-SWF702_ses-20220802_behavior+image+ophys,0.32258064481442944,0.26315789450600185,0.2898550226983212
sub-2023-01-23-21-SWF702_ses-20230123_behavior+image+ophys,0.43925233603808195,0.46534653419272626,0.4519230265301461
sub-2022-07-20-01-SWF702_ses-20220720_behavior+image+ophys,0.25862068943222355,0.30927835019662026,0.2816900909784301
sub-2023-01-06-01-SWF702_ses-20230106_behavior+image+ophys,0.28260869534499056,0.33766233722381517,0.30769225772207665
sub-2023-01-06-08-SWF702_ses-20230106_behavior+image+ophys,0.44736842046398895,0.38202247148087365,0.4121211619320538
sub-2022-06-14-01-SWF702_ses-20220614_behavior+image+ophys,0.35999999971200003,0.5696202524435187,0.44117642269800594
sub-2023-01-09-08-SWF702_ses-20230109_behavior+image+ophys,0.27927927902767635,0.48437499924316413,0.3542856674873531
sub-2023-01-05-01-SWF702_ses-20230105_behavior+image+ophys,0.38793103414833535,0.49450549396208193,0.4347825590048832
sub-2023-01-16-08-SWF702_ses-20230116_behavior+image+ophys,0.42477876068603654,0.4999999994791667,0.4593300934319323
sub-2023-01-13-07-SWF702_ses-20230113_behavior+image+ophys,0.4555555550493827,0.4880952375141724,0.47126431733386714
sub-2023-01-17-14-SWF702_ses-20230117_behavior+image+ophys,0.48351648298514677,0.4190476186485261,0.4489795416336998
sub-2023-01-19-08-SWF702_ses-20230119_behavior+image+ophys,0.3187499998007813,0.5543478254844045,0.4047618580813861
sub-2023-01-16-15-SWF702_ses-20230116_behavior+image+ophys,0.5119047612953516,0.4725274720082116,0.49142852094694395
sub-2023-01-23-15-SWF702_ses-20230123_behavior+image+ophys,0.7249999981874999,0.28431372521145715,0.4084506631819123
sub-2023-01-23-01-SWF702_ses-20230123_behavior+image+ophys,0.33846153820118347,0.48351648298514677,0.39818999644561515
sub-2023-01-17-07-SWF702_ses-20230117_behavior+image+ophys,0.4583333326967593,0.383720929786371,0.4177214688511516
sub-2023-01-16-01-SWF702_ses-20230116_behavior+image+ophys,0.49180327828540715,0.7058823521107267,0.5797100959649041
sub-2023-01-09-28-SWF702_ses-20230109_behavior+image+ophys,0.40336134419885605,0.5106382973291083,0.45070417561771803
