Filename,Best_template,top1,top2,top3,top4,top5,cost
6,2,0.672566371681416,0.7522123893805309,0.7876106194690266,0.7964601769911505,0.8053097345132744,5.0125153176150565
7,9,0.8034188034188035,0.8803418803418803,0.9316239316239316,0.9401709401709402,0.9401709401709402,4.811205119066065
2022-12-21-06,2023-01-10-07,0.4925373134328358,0.7014925373134329,0.7313432835820896,0.7611940298507462,0.7910447761194029,6.0942910039032245
20221106-21-00-09,20221106-21-47-31,0.4051724137931034,0.5862068965517241,0.6810344827586207,0.7068965517241379,0.7068965517241379,5.822050439205237
20230322-20-16-50,20230506-15-33-51,0.6178861788617886,0.7235772357723578,0.7723577235772358,0.7967479674796748,0.8048780487804879,4.847214859547297
5,4,0.8617886178861789,0.8943089430894309,0.91869918699187,0.943089430894309,0.943089430894309,4.6400421993366265
2023-01-06-08,2022-08-02-01,0.5730337078651685,0.7415730337078652,0.7752808988764045,0.8089887640449438,0.8089887640449438,7.867388070298713
4,1,0.8278688524590164,0.8934426229508197,0.9016393442622952,0.9016393442622952,0.9016393442622952,4.177692695335605
20230918-17-21-0,20230928-16-0-0,0.3846153846153846,0.4487179487179487,0.4935897435897436,0.5384615384615384,0.5641025641025641,11.44842106341859
2021-12-03-w00-NP1,2022-04-26-w01-NP1,0.6802325581395349,0.7267441860465116,0.7558139534883721,0.7616279069767442,0.7790697674418605,6.937831810936703
20221106-21-47-31,20221215-20-02-49,0.4017094017094017,0.5128205128205128,0.5982905982905983,0.6153846153846154,0.6324786324786325,4.304096989314632
20230322-22-43-03,20230322-21-41-10,0.6974789915966386,0.7563025210084033,0.7899159663865546,0.8067226890756303,0.8067226890756303,4.375798552988022
20230506-12-56-00,20230510-12-53-34,0.3564356435643564,0.4455445544554455,0.4554455445544554,0.504950495049505,0.5247524752475248,3.3412373602097483
20230506-14-24-57,20230904-14-30-52,0.4134615384615384,0.5576923076923077,0.6730769230769231,0.7307692307692307,0.75,3.522428394314153
1,4,0.8141592920353983,0.8672566371681416,0.9026548672566372,0.911504424778761,0.911504424778761,4.067270453959643
38_YAaDV,76_YAaDV,0.4081632653061224,0.5459183673469388,0.6122448979591837,0.6479591836734694,0.6683673469387755,8.358532300250753
2023-01-16-08,2023-01-09-08,0.3541666666666667,0.4375,0.5,0.5416666666666666,0.5520833333333334,7.162640889032678
20230510-13-25-46,20230909-16-48-09,0.5132743362831859,0.6460176991150443,0.7610619469026548,0.7876106194690266,0.8053097345132744,3.045385408248471
56_YAaDV,76_YAaDV,0.3724489795918367,0.5357142857142857,0.6173469387755102,0.6530612244897959,0.7040816326530612,7.959854787107776
20190928_08,20190925_04,0.4644808743169399,0.5737704918032787,0.6557377049180327,0.6939890710382514,0.7213114754098361,9.02222062951081
3,9,0.7692307692307693,0.8547008547008547,0.8974358974358975,0.9230769230769232,0.9230769230769232,4.234495831008508
2023-01-16-22,2022-08-02-01,0.5760869565217391,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,8.623891208301938
2,1,0.7520661157024794,0.8181818181818182,0.8677685950413223,0.8925619834710744,0.8925619834710744,4.383524699939248
2023-01-13-07,2022-08-02-01,0.5,0.6190476190476191,0.6904761904761905,0.7380952380952381,0.7619047619047619,8.08654828213885
20191104_10,20191030_07,0.5344827586206896,0.6264367816091954,0.6781609195402298,0.7068965517241379,0.735632183908046,6.584578439675938
20190929_06,20190925_01,0.4382022471910112,0.5674157303370787,0.6123595505617978,0.6573033707865169,0.6853932584269663,7.632924156469909
20230928-14-27-0,20230928-16-0-0,0.3831168831168831,0.4805194805194805,0.512987012987013,0.525974025974026,0.564935064935065,11.370989144123309
64_YAaDV,76_YAaDV,0.4635416666666667,0.5885416666666666,0.6458333333333334,0.6822916666666666,0.7135416666666666,7.443872642318936
2023-01-23-15,2022-08-02-01,0.5784313725490197,0.7156862745098039,0.7450980392156863,0.7549019607843137,0.7941176470588235,6.851110096566092
20190929_07,20191104_10,0.4689265536723164,0.5988700564971752,0.6384180790960452,0.6779661016949152,0.7062146892655368,7.35475392979129
2023-01-17-07,2022-08-02-01,0.6511627906976745,0.7209302325581395,0.7906976744186046,0.8255813953488372,0.8255813953488372,4.324641388006588
