worm,precision,recall,f1_score
sub-11-YAaLR_ophys,0.2591911764229428,0.726804123336699,0.3821137822805395
sub-7-YAaLR_ophys,0.529411764532872,0.8437499995605469,0.6506023619973905
sub-38-YAaDV_ophys,0.580952380675737,0.6224489792742608,0.6009851714382822
sub-64-YAaDV_ophys,0.33419689110513034,0.6718749996500651,0.44636673748518774
sub-55-YAaDV_ophys,0.3850574711537191,0.6979166663031684,0.4962962502853265
sub-20-YAaLR_ophys,0.512738853339892,0.829896906788713,0.633858220256994
sub-70-YAaLR_ophys,0.8490566032395871,0.6994818649225483,0.7670454045761266
sub-76-YAaDV_ophys,0.29499999992625,0.611398963413783,0.39797634718938973
sub-56-YAaDV_ophys,0.4164037853576013,0.6734693874114952,0.514619835621981
sub-62-YAaLR_ophys,0.5338345862654756,0.751322750925226,0.6241757753334175
