worm,precision,recall,f1_score
sub-11-YAaLR_ophys,0.48046874981231685,0.6340206182298863,0.5466666173728438
sub-7-YAaLR_ophys,0.8258064510801248,0.6666666663194445,0.7377521115265504
sub-38-YAaDV_ophys,0.6966292130917814,0.6326530609017076,0.6631015540392957
sub-64-YAaDV_ophys,0.7282608691694235,0.6979166663031684,0.7127659070903158
sub-55-YAaDV_ophys,0.6489361698675872,0.6354166663357205,0.6421052128254887
sub-20-YAaLR_ophys,0.6256157632386129,0.6546391749202891,0.6397984383683712
sub-70-YAaLR_ophys,0.6512820509480605,0.6580310877419528,0.6546391249216215
sub-76-YAaDV_ophys,0.6359223297883873,0.6787564763322506,0.6566415537339627
sub-56-YAaDV_ophys,0.6089108907876679,0.6275510200879842,0.6180904019620758
sub-62-YAaLR_ophys,0.3848396500335744,0.6984126980431679,0.49624055550695767
